"Gender" "Age_group" "Region_n" "Cancer" "Cases" "Population" "i" "i_P" "i_LOCP" "LOCP_het"
"496" 2 3 3 2 47 795457 50 0 1 "3"
"497" 1 4 3 2 75 326943 50 0 1 "3"
"498" 2 4 3 2 57 425359 50 0 1 "3"
"499" 1 5 3 2 12 19282 50 0 1 "3"
"500" 2 5 3 2 15 44114 50 0 1 "3"
"501" 1 1 4 2 11 493155 51 0 1 "4"
"502" 2 1 4 2 14 432851 51 0 1 "4"
"503" 1 2 4 2 30 349331 51 0 1 "4"
"504" 2 2 4 2 12 333049 51 0 1 "4"
"505" 1 3 4 2 45 198716 51 0 1 "4"
"506" 2 3 4 2 11 211168 51 0 1 "4"
"507" 1 4 4 2 11 86490 51 0 1 "4"
"508" 2 4 4 2 11 121822 51 0 1 "4"
"509" 1 5 4 2 14 5128 51 0 1 "4"
"510" 2 5 4 2 10 11549 51 0 1 "4"
"511" 1 1 5 2 10 91884 52 0 1 "5"
"512" 2 1 5 2 15 84310 52 0 1 "5"
"513" 1 2 5 2 12 96905 52 0 1 "5"
"514" 2 2 5 2 10 86675 52 0 1 "5"
"515" 1 3 5 2 11 66936 52 0 1 "5"
"516" 2 3 5 2 14 66007 52 0 1 "5"
"517" 1 4 5 2 10 47211 52 0 1 "5"
"518" 2 4 5 2 10 61313 52 0 1 "5"
"519" 1 5 5 2 14 4297 52 0 1 "5"
"520" 2 5 5 2 10 9690 52 0 1 "5"
"521" 1 1 6 2 10 397475 53 0 1 "6"
"522" 2 1 6 2 12 383343 53 0 1 "6"
"523" 1 2 6 2 43 368880 53 0 1 "6"
"524" 2 2 6 2 10 352004 53 0 1 "6"
"525" 1 3 6 2 52 223228 53 0 1 "6"
"526" 2 3 6 2 10 240793 53 0 1 "6"
"527" 1 4 6 2 40 124629 53 0 1 "6"
"528" 2 4 6 2 19 184436 53 0 1 "6"
"529" 1 5 6 2 14 7516 53 0 1 "6"
"530" 2 5 6 2 11 19369 53 0 1 "6"
"531" 1 1 7 2 18 3647244 54 0 1 "7"
"532" 2 1 7 2 13 3469594 54 0 1 "7"
"533" 1 2 7 2 252 2755424 54 0 1 "7"
"534" 2 2 7 2 60 2836958 54 0 1 "7"
"535" 1 3 7 2 434 1806834 54 0 1 "7"
"536" 2 3 7 2 81 2063194 54 0 1 "7"
"537" 1 4 7 2 242 871645 54 0 1 "7"
"538" 2 4 7 2 145 1365755 54 0 1 "7"
"539" 1 5 7 2 31 59477 54 0 1 "7"
"540" 2 5 7 2 47 178959 54 0 1 "7"
"541" 1 1 8 2 14 220172 55 0 1 "8"
"542" 2 1 8 2 12 199477 55 0 1 "8"
"543" 1 2 8 2 39 214427 55 0 1 "8"
"544" 2 2 8 2 15 197384 55 0 1 "8"
"545" 1 3 8 2 63 143282 55 0 1 "8"
"546" 2 3 8 2 15 138727 55 0 1 "8"
"547" 1 4 8 2 32 81697 55 0 1 "8"
"548" 2 4 8 2 14 118067 55 0 1 "8"
"549" 1 5 8 2 13 7419 55 0 1 "8"
"550" 2 5 8 2 11 19116 55 0 1 "8"
"551" 1 1 9 2 15 223015 56 0 1 "9"
"552" 2 1 9 2 10 211901 56 0 1 "9"
"553" 1 2 9 2 21 236347 56 0 1 "9"
"554" 2 2 9 2 14 220847 56 0 1 "9"
"555" 1 3 9 2 37 146303 56 0 1 "9"
"556" 2 3 9 2 10 154784 56 0 1 "9"
"557" 1 4 9 2 28 93334 56 0 1 "9"
"558" 2 4 9 2 11 135422 56 0 1 "9"
"559" 1 5 9 2 11 7007 56 0 1 "9"
"560" 2 5 9 2 13 16050 56 0 1 "9"
"561" 1 1 10 2 11 775515 57 0 1 "10"
"562" 2 1 10 2 10 762227 57 0 1 "10"
"563" 1 2 10 2 56 648200 57 0 1 "10"
"564" 2 2 10 2 16 652442 57 0 1 "10"
"565" 1 3 10 2 100 383376 57 0 1 "10"
"566" 2 3 10 2 27 418873 57 0 1 "10"
"567" 1 4 10 2 49 148236 57 0 1 "10"
"568" 2 4 10 2 36 228444 57 0 1 "10"
"569" 1 5 10 2 10 7270 57 0 1 "10"
"570" 2 5 10 2 12 20211 57 0 1 "10"
"571" 1 1 11 2 13 399758 58 0 1 "11"
"572" 2 1 11 2 10 366831 58 0 1 "11"
"573" 1 2 11 2 37 309532 58 0 1 "11"
"574" 2 2 11 2 15 297830 58 0 1 "11"
"575" 1 3 11 2 46 195302 58 0 1 "11"
"576" 2 3 11 2 14 209905 58 0 1 "11"
"577" 1 4 11 2 24 98144 58 0 1 "11"
"578" 2 4 11 2 12 137739 58 0 1 "11"
"579" 1 5 11 2 10 6911 58 0 1 "11"
"580" 2 5 11 2 11 16489 58 0 1 "11"
"581" 1 1 12 2 11 310774 59 0 1 "12"
"582" 2 1 12 2 15 287122 59 0 1 "12"
"583" 1 2 12 2 17 272790 59 0 1 "12"
"584" 2 2 12 2 13 263432 59 0 1 "12"
"585" 1 3 12 2 26 161426 59 0 1 "12"
"586" 2 3 12 2 11 181870 59 0 1 "12"
"587" 1 4 12 2 20 103368 59 0 1 "12"
"588" 2 4 12 2 13 147221 59 0 1 "12"
"589" 1 5 12 2 14 7244 59 0 1 "12"
"590" 2 5 12 2 14 16717 59 0 1 "12"
"591" 1 1 13 2 12 455759 60 0 1 "13"
"592" 2 1 13 2 15 443075 60 0 1 "13"
"593" 1 2 13 2 34 420771 60 0 1 "13"
"594" 2 2 13 2 10 424546 60 0 1 "13"
"595" 1 3 13 2 62 248321 60 0 1 "13"
"596" 2 3 13 2 12 282427 60 0 1 "13"
"597" 1 4 13 2 36 138910 60 0 1 "13"
"598" 2 4 13 2 18 211741 60 0 1 "13"
"599" 1 5 13 2 14 8901 60 0 1 "13"
"600" 2 5 13 2 15 23216 60 0 1 "13"
"601" 1 1 14 2 11 680180 61 0 1 "14"
"602" 2 1 14 2 15 682126 61 0 1 "14"
"603" 1 2 14 2 112 595375 61 0 1 "14"
"604" 2 2 14 2 10 621891 61 0 1 "14"
"605" 1 3 14 2 142 449873 61 0 1 "14"
"606" 2 3 14 2 21 511350 61 0 1 "14"
"607" 1 4 14 2 68 237302 61 0 1 "14"
"608" 2 4 14 2 32 369402 61 0 1 "14"
"609" 1 5 14 2 14 16772 61 0 1 "14"
"610" 2 5 14 2 15 47482 61 0 1 "14"
"611" 1 1 15 2 10 123936 62 0 1 "15"
"612" 2 1 15 2 11 107155 62 0 1 "15"
"613" 1 2 15 2 10 115485 62 0 1 "15"
"614" 2 2 15 2 14 103790 62 0 1 "15"
"615" 1 3 15 2 10 72664 62 0 1 "15"
"616" 2 3 15 2 15 77240 62 0 1 "15"
"617" 1 4 15 2 12 56262 62 0 1 "15"
"618" 2 4 15 2 15 72440 62 0 1 "15"
"619" 1 5 15 2 14 4528 62 0 1 "15"
"620" 2 5 15 2 14 9014 62 0 1 "15"
"621" 1 1 16 2 10 498514 63 0 1 "16"
"622" 2 1 16 2 12 456769 63 0 1 "16"
"623" 1 2 16 2 29 398321 63 0 1 "16"
"624" 2 2 16 2 14 379323 63 0 1 "16"
"625" 1 3 16 2 53 243029 63 0 1 "16"
"626" 2 3 16 2 15 253008 63 0 1 "16"
"627" 1 4 16 2 29 119906 63 0 1 "16"
"628" 2 4 16 2 22 170198 63 0 1 "16"
"629" 1 5 16 2 11 9043 63 0 1 "16"
"630" 2 5 16 2 12 22570 63 0 1 "16"
"631" 1 1 17 2 15 558690 64 0 1 "17"
"632" 2 1 17 2 14 536436 64 0 1 "17"
"633" 1 2 17 2 32 475203 64 0 1 "17"
"634" 2 2 17 2 10 481783 64 0 1 "17"
"635" 1 3 17 2 56 282963 64 0 1 "17"
"636" 2 3 17 2 16 317587 64 0 1 "17"
"637" 1 4 17 2 31 147848 64 0 1 "17"
"638" 2 4 17 2 24 216248 64 0 1 "17"
"639" 1 5 17 2 13 8560 64 0 1 "17"
"640" 2 5 17 2 12 20294 64 0 1 "17"
"641" 1 1 18 2 15 185584 65 0 1 "18"
"642" 2 1 18 2 12 165889 65 0 1 "18"
"643" 1 2 18 2 11 135786 65 0 1 "18"
"644" 2 2 18 2 14 121834 65 0 1 "18"
"645" 1 3 18 2 14 69424 65 0 1 "18"
"646" 2 3 18 2 15 68083 65 0 1 "18"
"647" 1 4 18 2 15 42691 65 0 1 "18"
"648" 2 4 18 2 14 54951 65 0 1 "18"
"649" 1 5 18 2 12 4228 65 0 1 "18"
"650" 2 5 18 2 13 8919 65 0 1 "18"
"651" 1 1 19 2 14 426730 66 0 1 "19"
"652" 2 1 19 2 12 404938 66 0 1 "19"
"653" 1 2 19 2 35 388811 66 0 1 "19"
"654" 2 2 19 2 14 392515 66 0 1 "19"
"655" 1 3 19 2 67 274000 66 0 1 "19"
"656" 2 3 19 2 17 300464 66 0 1 "19"
"657" 1 4 19 2 43 129613 66 0 1 "19"
"658" 2 4 19 2 21 203139 66 0 1 "19"
"659" 1 5 19 2 10 7908 66 0 1 "19"
"660" 2 5 19 2 13 26614 66 0 1 "19"
"661" 1 1 20 2 13 338612 67 0 1 "20"
"662" 2 1 20 2 10 329031 67 0 1 "20"
"663" 1 2 20 2 40 263099 67 0 1 "20"
"664" 2 2 20 2 15 262553 67 0 1 "20"
"665" 1 3 20 2 42 160491 67 0 1 "20"
"666" 2 3 20 2 12 170550 67 0 1 "20"
"667" 1 4 20 2 20 70874 67 0 1 "20"
"668" 2 4 20 2 16 108516 67 0 1 "20"
"669" 1 5 20 2 11 4152 67 0 1 "20"
"670" 2 5 20 2 11 11345 67 0 1 "20"
"671" 1 1 21 2 13 138672 68 0 1 "21"
"672" 2 1 21 2 10 121644 68 0 1 "21"
"673" 1 2 21 2 14 126613 68 0 1 "21"
"674" 2 2 21 2 13 115536 68 0 1 "21"
"675" 1 3 21 2 15 80767 68 0 1 "21"
"676" 2 3 21 2 12 81288 68 0 1 "21"
"677" 1 4 21 2 19 55888 68 0 1 "21"
"678" 2 4 21 2 11 72088 68 0 1 "21"
"679" 1 5 21 2 12 5223 68 0 1 "21"
"680" 2 5 21 2 13 11069 68 0 1 "21"
"681" 1 1 22 2 15 376934 69 0 1 "22"
"682" 2 1 22 2 13 349109 69 0 1 "22"
"683" 1 2 22 2 31 352556 69 0 1 "22"
"684" 2 2 22 2 13 345692 69 0 1 "22"
"685" 1 3 22 2 44 197963 69 0 1 "22"
"686" 2 3 22 2 11 228075 69 0 1 "22"
"687" 1 4 22 2 26 125603 69 0 1 "22"
"688" 2 4 22 2 22 179288 69 0 1 "22"
"689" 1 5 22 2 15 7411 69 0 1 "22"
"690" 2 5 22 2 14 17046 69 0 1 "22"
"691" 1 1 23 2 12 265823 70 0 1 "23"
"692" 2 1 23 2 10 256629 70 0 1 "23"
"693" 1 2 23 2 40 279889 70 0 1 "23"
"694" 2 2 23 2 12 271862 70 0 1 "23"
"695" 1 3 23 2 50 189408 70 0 1 "23"
"696" 2 3 23 2 10 205025 70 0 1 "23"
"697" 1 4 23 2 38 133053 70 0 1 "23"
"698" 2 4 23 2 10 193793 70 0 1 "23"
"699" 1 5 23 2 15 11764 70 0 1 "23"
"700" 2 5 23 2 13 26862 70 0 1 "23"
"701" 1 1 24 2 11 294608 71 0 1 "24"
"702" 2 1 24 2 12 252969 71 0 1 "24"
"703" 1 2 24 2 27 238286 71 0 1 "24"
"704" 2 2 24 2 11 215336 71 0 1 "24"
"705" 1 3 24 2 24 138722 71 0 1 "24"
"706" 2 3 24 2 11 147301 71 0 1 "24"
"707" 1 4 24 2 25 84965 71 0 1 "24"
"708" 2 4 24 2 15 117134 71 0 1 "24"
"709" 1 5 24 2 11 7484 71 0 1 "24"
"710" 2 5 24 2 13 16568 71 0 1 "24"
"711" 1 1 25 2 12 202532 72 0 1 "25"
"712" 2 1 25 2 15 187300 72 0 1 "25"
"713" 1 2 25 2 17 172022 72 0 1 "25"
"714" 2 2 25 2 12 166828 72 0 1 "25"
"715" 1 3 25 2 18 110575 72 0 1 "25"
"716" 2 3 25 2 13 114294 72 0 1 "25"
"717" 1 4 25 2 29 61463 72 0 1 "25"
"718" 2 4 25 2 13 87542 72 0 1 "25"
"719" 1 5 25 2 10 4988 72 0 1 "25"
"720" 2 5 25 2 15 12565 72 0 1 "25"
"721" 1 1 26 2 13 182844 73 0 1 "26"
"722" 2 1 26 2 13 179721 73 0 1 "26"
"723" 1 2 26 2 29 188790 73 0 1 "26"
"724" 2 2 26 2 15 182856 73 0 1 "26"
"725" 1 3 26 2 28 146457 73 0 1 "26"
"726" 2 3 26 2 12 156213 73 0 1 "26"
"727" 1 4 26 2 27 106271 73 0 1 "26"
"728" 2 4 26 2 14 151020 73 0 1 "26"
"729" 1 5 26 2 12 10540 73 0 1 "26"
"730" 2 5 26 2 11 22609 73 0 1 "26"
"731" 1 1 27 2 13 4305080 74 0 1 "27"
"732" 2 1 27 2 12 4327500 74 0 1 "27"
"733" 1 2 27 2 185 3184287 74 0 1 "27"
"734" 2 2 27 2 59 3455987 74 0 1 "27"
"735" 1 3 27 2 308 1927621 74 0 1 "27"
"736" 2 3 27 2 84 2307276 74 0 1 "27"
"737" 1 4 27 2 207 877814 74 0 1 "27"
"738" 2 4 27 2 129 1410044 74 0 1 "27"
"739" 1 5 27 2 32 63147 74 0 1 "27"
"740" 2 5 27 2 42 192586 74 0 1 "27"
"741" 1 1 28 2 11 1027438 75 0 1 "28"
"742" 2 1 28 2 14 1016342 75 0 1 "28"
"743" 1 2 28 2 74 828597 75 0 1 "28"
"744" 2 2 28 2 16 858185 75 0 1 "28"
"745" 1 3 28 2 109 549469 75 0 1 "28"
"746" 2 3 28 2 24 595403 75 0 1 "28"
"747" 1 4 28 2 72 223095 75 0 1 "28"
"748" 2 4 28 2 34 314810 75 0 1 "28"
"749" 1 5 28 2 11 14221 75 0 1 "28"
"750" 2 5 28 2 14 32116 75 0 1 "28"
"751" 1 1 29 2 11 1003189 76 0 1 "29"
"752" 2 1 29 2 11 902330 76 0 1 "29"
"753" 1 2 29 2 70 720042 76 0 1 "29"
"754" 2 2 29 2 12 704482 76 0 1 "29"
"755" 1 3 29 2 95 413970 76 0 1 "29"
"756" 2 3 29 2 19 457801 76 0 1 "29"
"757" 1 4 29 2 65 201113 76 0 1 "29"
"758" 2 4 29 2 32 287972 76 0 1 "29"
"759" 1 5 29 2 14 11436 76 0 1 "29"
"760" 2 5 29 2 14 27141 76 0 1 "29"
"761" 1 1 30 2 10 406288 77 0 1 "30"
"762" 2 1 30 2 14 377830 77 0 1 "30"
"763" 1 2 30 2 30 341288 77 0 1 "30"
"764" 2 2 30 2 10 328334 77 0 1 "30"
"765" 1 3 30 2 51 220505 77 0 1 "30"
"766" 2 3 30 2 11 231461 77 0 1 "30"
"767" 1 4 30 2 28 111698 77 0 1 "30"
"768" 2 4 30 2 15 162030 77 0 1 "30"
"769" 1 5 30 2 15 8749 77 0 1 "30"
"770" 2 5 30 2 11 24790 77 0 1 "30"
"771" 1 1 31 2 15 167691 78 0 1 "31"
"772" 2 1 31 2 14 164170 78 0 1 "31"
"773" 1 2 31 2 19 167012 78 0 1 "31"
"774" 2 2 31 2 14 168153 78 0 1 "31"
"775" 1 3 31 2 38 147480 78 0 1 "31"
"776" 2 3 31 2 12 162634 78 0 1 "31"
"777" 1 4 31 2 16 101764 78 0 1 "31"
"778" 2 4 31 2 15 144693 78 0 1 "31"
"779" 1 5 31 2 14 9332 78 0 1 "31"
"780" 2 5 31 2 15 22784 78 0 1 "31"
"781" 1 1 32 2 12 617614 79 0 1 "32"
"782" 2 1 32 2 12 607227 79 0 1 "32"
"783" 1 2 32 2 109 604163 79 0 1 "32"
"784" 2 2 32 2 22 632581 79 0 1 "32"
"785" 1 3 32 2 162 424570 79 0 1 "32"
"786" 2 3 32 2 19 485196 79 0 1 "32"
"787" 1 4 32 2 87 236628 79 0 1 "32"
"788" 2 4 32 2 38 379848 79 0 1 "32"
"789" 1 5 32 2 13 17103 79 0 1 "32"
"790" 2 5 32 2 10 50835 79 0 1 "32"
"791" 1 1 33 2 10 90837 80 0 1 "33"
"792" 2 1 33 2 10 85033 80 0 1 "33"
"793" 1 2 33 2 12 103423 80 0 1 "33"
"794" 2 2 33 2 11 96358 80 0 1 "33"
"795" 1 3 33 2 27 68317 80 0 1 "33"
"796" 2 3 33 2 11 66722 80 0 1 "33"
"797" 1 4 33 2 10 40299 80 0 1 "33"
"798" 2 4 33 2 13 61819 80 0 1 "33"
"799" 1 5 33 2 11 3507 80 0 1 "33"
"800" 2 5 33 2 15 9706 80 0 1 "33"
"801" 1 1 34 2 10 597140 81 0 1 "34"
"802" 2 1 34 2 11 588211 81 0 1 "34"
"803" 1 2 34 2 75 488765 81 0 1 "34"
"804" 2 2 34 2 13 509521 81 0 1 "34"
"805" 1 3 34 2 108 351742 81 0 1 "34"
"806" 2 3 34 2 21 396948 81 0 1 "34"
"807" 1 4 34 2 45 168945 81 0 1 "34"
"808" 2 4 34 2 49 275097 81 0 1 "34"
"809" 1 5 34 2 10 12190 81 0 1 "34"
"810" 2 5 34 2 10 36841 81 0 1 "34"
"811" 1 1 35 2 10 184316 82 0 1 "35"
"812" 2 1 35 2 11 181022 82 0 1 "35"
"813" 1 2 35 2 21 190109 82 0 1 "35"
"814" 2 2 35 2 15 187538 82 0 1 "35"
"815" 1 3 35 2 21 133865 82 0 1 "35"
"816" 2 3 35 2 11 146542 82 0 1 "35"
"817" 1 4 35 2 14 90838 82 0 1 "35"
"818" 2 4 35 2 15 126649 82 0 1 "35"
"819" 1 5 35 2 14 8794 82 0 1 "35"
"820" 2 5 35 2 10 20435 82 0 1 "35"
"821" 1 1 36 2 11 363168 83 0 1 "36"
"822" 2 1 36 2 12 353731 83 0 1 "36"
"823" 1 2 36 2 43 328394 83 0 1 "36"
"824" 2 2 36 2 12 331164 83 0 1 "36"
"825" 1 3 36 2 69 209447 83 0 1 "36"
"826" 2 3 36 2 19 231036 83 0 1 "36"
"827" 1 4 36 2 43 109541 83 0 1 "36"
"828" 2 4 36 2 15 169493 83 0 1 "36"
"829" 1 5 36 2 14 7901 83 0 1 "36"
"830" 2 5 36 2 11 24757 83 0 1 "36"
"831" 1 1 37 2 13 94745 84 0 1 "37"
"832" 2 1 37 2 12 85785 84 0 1 "37"
"833" 1 2 37 2 11 92642 84 0 1 "37"
"834" 2 2 37 2 14 83527 84 0 1 "37"
"835" 1 3 37 2 12 55768 84 0 1 "37"
"836" 2 3 37 2 14 55699 84 0 1 "37"
"837" 1 4 37 2 12 38428 84 0 1 "37"
"838" 2 4 37 2 13 52789 84 0 1 "37"
"839" 1 5 37 2 10 3564 84 0 1 "37"
"840" 2 5 37 2 15 8339 84 0 1 "37"
"841" 1 1 38 2 19 1234585 85 0 1 "38"
"842" 2 1 38 2 11 1217995 85 0 1 "38"
"843" 1 2 38 2 101 962739 85 0 1 "38"
"844" 2 2 38 2 34 990779 85 0 1 "38"
"845" 1 3 38 2 135 575601 85 0 1 "38"
"846" 2 3 38 2 15 654209 85 0 1 "38"
"847" 1 4 38 2 56 236742 85 0 1 "38"
"848" 2 4 38 2 41 390355 85 0 1 "38"
"849" 1 5 38 2 12 13389 85 0 1 "38"
"850" 2 5 38 2 11 39265 85 0 1 "38"
"851" 1 1 39 2 12 51428 86 0 1 "39"
"852" 2 1 39 2 11 45871 86 0 1 "39"
"853" 1 2 39 2 13 54172 86 0 1 "39"
"854" 2 2 39 2 14 46695 86 0 1 "39"
"855" 1 3 39 2 12 35859 86 0 1 "39"
"856" 2 3 39 2 13 34205 86 0 1 "39"
"857" 1 4 39 2 10 26971 86 0 1 "39"
"858" 2 4 39 2 14 35273 86 0 1 "39"
"859" 1 5 39 2 15 2922 86 0 1 "39"
"860" 2 5 39 2 11 6461 86 0 1 "39"
"861" 1 1 40 2 11 538292 87 0 1 "40"
"862" 2 1 40 2 14 485495 87 0 1 "40"
"863" 1 2 40 2 39 413609 87 0 1 "40"
"864" 2 2 40 2 10 398504 87 0 1 "40"
"865" 1 3 40 2 46 270448 87 0 1 "40"
"866" 2 3 40 2 13 280573 87 0 1 "40"
"867" 1 4 40 2 34 129990 87 0 1 "40"
"868" 2 4 40 2 21 180187 87 0 1 "40"
"869" 1 5 40 2 14 10180 87 0 1 "40"
"870" 2 5 40 2 12 23504 87 0 1 "40"
"871" 1 1 41 2 10 80628 88 0 1 "41"
"872" 2 1 41 2 10 69578 88 0 1 "41"
"873" 1 2 41 2 16 80934 88 0 1 "41"
"874" 2 2 41 2 10 70525 88 0 1 "41"
"875" 1 3 41 2 11 50942 88 0 1 "41"
"876" 2 3 41 2 12 50187 88 0 1 "41"
"877" 1 4 41 2 11 41330 88 0 1 "41"
"878" 2 4 41 2 13 51232 88 0 1 "41"
"879" 1 5 41 2 12 3440 88 0 1 "41"
"880" 2 5 41 2 15 7324 88 0 1 "41"
"881" 1 1 42 2 10 468687 89 0 1 "42"
"882" 2 1 42 2 11 424018 89 0 1 "42"
"883" 1 2 42 2 23 354369 89 0 1 "42"
"884" 2 2 42 2 14 329265 89 0 1 "42"
"885" 1 3 42 2 33 207279 89 0 1 "42"
"886" 2 3 42 2 12 216075 89 0 1 "42"
"887" 1 4 42 2 39 123878 89 0 1 "42"
"888" 2 4 42 2 14 167084 89 0 1 "42"
"889" 1 5 42 2 14 9816 89 0 1 "42"
"890" 2 5 42 2 14 21524 89 0 1 "42"
"891" 1 1 43 2 11 1681667 90 0 1 "43"
"892" 2 1 43 2 15 1577220 90 0 1 "43"
"893" 1 2 43 2 157 1331022 90 0 1 "43"
"894" 2 2 43 2 28 1346676 90 0 1 "43"
"895" 1 3 43 2 192 837196 90 0 1 "43"
"896" 2 3 43 2 32 956667 90 0 1 "43"
"897" 1 4 43 2 100 390182 90 0 1 "43"
"898" 2 4 43 2 59 604019 90 0 1 "43"
"899" 1 5 43 2 11 24085 90 0 1 "43"
"900" 2 5 43 2 20 66469 90 0 1 "43"
"901" 1 1 44 2 12 327360 91 0 1 "44"
"902" 2 1 44 2 12 315476 91 0 1 "44"
"903" 1 2 44 2 26 287665 91 0 1 "44"
"904" 2 2 44 2 14 296410 91 0 1 "44"
"905" 1 3 44 2 49 206283 91 0 1 "44"
"906" 2 3 44 2 12 221492 91 0 1 "44"
"907" 1 4 44 2 28 97413 91 0 1 "44"
"908" 2 4 44 2 10 143017 91 0 1 "44"
"909" 1 5 44 2 11 7351 91 0 1 "44"
"910" 2 5 44 2 15 20453 91 0 1 "44"
"911" 1 1 45 2 12 691523 92 0 1 "45"
"912" 2 1 45 2 12 668267 92 0 1 "45"
"913" 1 2 45 2 93 641158 92 0 1 "45"
"914" 2 2 45 2 20 667292 92 0 1 "45"
"915" 1 3 45 2 155 429919 92 0 1 "45"
"916" 2 3 45 2 32 490900 92 0 1 "45"
"917" 1 4 45 2 100 224877 92 0 1 "45"
"918" 2 4 45 2 34 354718 92 0 1 "45"
"919" 1 5 45 2 15 12910 92 0 1 "45"
"920" 2 5 45 2 16 42651 92 0 1 "45"
"921" 1 1 46 2 10 95223 93 0 1 "46"
"922" 2 1 46 2 13 87945 93 0 1 "46"
"923" 1 2 46 2 19 107162 93 0 1 "46"
"924" 2 2 46 2 15 97417 93 0 1 "46"
"925" 1 3 46 2 20 81833 93 0 1 "46"
"926" 2 3 46 2 11 84086 93 0 1 "46"
"927" 1 4 46 2 10 62392 93 0 1 "46"
"928" 2 4 46 2 11 84695 93 0 1 "46"
"929" 1 5 46 2 10 6016 93 0 1 "46"
"930" 2 5 46 2 12 12760 93 0 1 "46"
"931" 1 1 47 2 15 612627 94 0 1 "47"
"932" 2 1 47 2 12 569243 94 0 1 "47"
"933" 1 2 47 2 36 511378 94 0 1 "47"
"934" 2 2 47 2 10 508450 94 0 1 "47"
"935" 1 3 47 2 58 335808 94 0 1 "47"
"936" 2 3 47 2 15 373584 94 0 1 "47"
"937" 1 4 47 2 44 183514 94 0 1 "47"
"938" 2 4 47 2 23 275004 94 0 1 "47"
"939" 1 5 47 2 11 14195 94 0 1 "47"
"940" 2 5 47 2 10 38181 94 0 1 "47"
